Date,EEM,EFA,GLD,HYG,IEF,IWM,QQQ,SPY,TLT,USO,VIXY,VNQ
2011-04-01,2177442877.1850204,805065156.7740822,1767211385.2937317,50289861.44842148,63291050.0989151,4313290192.297916,3722493913.1326866,19949501680.34599,554226759.5530701,730193154.5650955,6492028.0,66344958.27245712
2011-04-04,2180226007.32296,810707006.3898087,1736644266.4616394,54569788.39832306,64628902.693099976,4160163544.83778,3598197529.9694443,19378559896.969757,545658151.5836716,697213305.6240997,6648084.0,65471336.23600006
2011-04-05,2196826029.981079,812691308.7858582,1791816513.1758118,55299319.73825455,65433510.35568237,4091069108.8635063,3579955261.3695335,19112748238.4441,550725049.8783112,676165837.3914582,7059696.0,63946902.520484924
2011-04-06,2242072243.542595,814975569.4755936,1807166063.6909485,54519675.08310318,66191071.305770874,4125430472.707424,3492716391.794567,18953014420.64823,551380086.1528206,663708246.8885742,7464988.0,63863949.99052048
2011-04-07,2180667413.010845,799129347.3052979,1767585390.8115387,54667680.86307526,63374991.414260864,4015790299.687023,3392149665.9435463,18333254291.391296,538692659.2193222,620849089.1839081,7885456.0,64024184.34202194
2011-04-08,2154748023.5529137,790103097.5235939,1789894057.2795868,54985874.09763336,63032243.47949982,3962462811.8367195,3297022410.8916283,17961188648.771515,535996575.38520813,594374927.0808563,8471244.0,65462727.82659531
2011-04-11,2149220166.3825607,752587927.4350357,1790875735.9587097,53866868.49805832,61537018.78147125,3909281159.5495033,3221414389.042263,17412928641.95122,532722553.1599426,599850044.2361221,8856936.0,64962847.508010864
2011-04-12,2107771616.5368652,702376753.939743,1736836294.6022034,52636650.04167557,59462394.92984772,3830944445.70776,3100065672.5479126,16463832362.593761,510650337.7450371,585091960.8993027,8906720.0,64327875.25158882
2011-04-13,2031515698.9678001,659652164.350853,1744114975.6867218,49346583.11748505,56343563.41644287,3699848844.143944,2806371932.0147133,15027914114.604223,460426600.00551224,564977165.8800583,8414432.0,61388184.59182739
2011-04-14,2021011036.7909813,633687471.5269852,1783593325.550003,49212375.73200226,57624743.65383148,3692884420.868492,2713705968.8941574,14601383512.11056,451270471.6720772,555544317.2166901,8565468.0,60832815.35993576
2011-04-15,1985208192.1411705,580974734.3830299,1793574800.0092316,47981255.373744965,55467928.21178436,3649460037.2130203,2657430972.7451706,14334170282.011414,460104354.4516945,525904318.38352966,9098484.0,60176359.25764084
2011-04-18,2064316621.6942215,574764913.7122726,1824490261.228485,49544751.80940628,55040440.531806946,3678074929.2611313,2688010661.7199326,14622209112.548828,464740314.3926811,522849277.0795914,10132660.0,60808312.021217346
2011-04-19,2088396307.8439713,565767198.8422585,1837965561.1606598,47083116.029109955,54900901.04263306,3613099000.3232956,2695978564.1791534,14605715382.13234,459957944.4795799,504735419.02043307,10735736.0,58219789.880542755
2011-04-20,2087431682.8751373,565666667.7424622,1857457926.27388,47035177.20659256,54932214.64134216,3582464890.7505035,2719552130.5703926,14663551690.859299,455114865.0843239,498532109.920256,10962508.0,57936175.80623627
2011-04-21,2050412853.969078,563357309.8773956,1813178043.2118988,46482122.30255127,53512698.51104736,3511346847.6665497,2658506491.436634,14562491708.63655,436887186.1561012,486723320.00412446,11354752.0,58533852.78494835
2011-04-25,2034132448.1914902,562299240.1344681,1835860577.1272278,47484027.29812622,53684151.95526123,3330476570.377083,2538921773.9678,14117382813.844183,428605198.89701843,475272620.5290176,11149932.0,57073038.89168739
2011-04-26,2043825860.7523537,562549616.1083794,1901395271.6523743,46973795.368270874,53323715.23101807,3371953950.5921173,2572550369.297085,14323103371.902044,439569893.86548996,462818639.51705474,11278312.0,58703395.56426048
2011-04-27,2056022103.4192276,567485157.5812149,2021263175.5736542,46461425.9564209,54487519.282073975,3389684084.937439,2599029550.0997734,14410601417.841528,447122263.80155563,474159215.6660522,11527572.0,58239683.49705696
2011-04-28,2016510534.1275024,581152764.5008087,2102200433.258133,44181365.47546387,55205324.03461456,3398062941.8271255,2610731601.556816,14370497005.714417,456717648.2149124,485375407.454895,11612044.0,59327744.092969894
2011-04-29,1957454647.8654861,575524402.0546722,2205986517.1551514,43961083.56027603,53049040.78929901,3399730186.513481,2600955624.519367,14299007719.84169,445926441.64575577,472383919.2348846,11613728.0,57208010.08406639
2011-05-02,1903090687.45718,584190537.9720306,2277647635.018387,43061043.33372116,51649691.235313416,3400722196.4949417,2554085318.026333,14173537410.970459,438522380.3286743,467414745.4323791,11609996.0,54682749.31633949
2011-05-03,1967883042.7230072,575493232.0454025,2391401129.9037933,38595846.63722992,54324803.22566986,3447385820.495796,2529960104.3992615,14378097667.797089,445060176.039238,480686340.0074417,11644468.0,56414838.13241005
2011-05-04,1986777250.7634926,584421347.8853226,2520776606.862488,37872073.06844711,55721346.40022278,3509007032.4658585,2527766603.113022,14704293894.876291,438190990.09311676,490694669.0991806,12012200.0,57170947.43689537
2011-05-05,1998741812.1918678,606494734.5499992,2812415755.6777954,38801910.76122284,55956394.102630615,3613399486.8068314,2587863361.589203,15247754369.272345,441363434.12057877,586842706.8266815,12668376.0,58279825.68148613
2011-05-06,2071668600.5514908,623235319.2879295,2920501251.5733337,38448808.299217224,57034910.31150818,3632617007.235298,2621443073.759613,15520446083.789825,443484229.8622513,647872972.8613968,13263340.0,59236695.83764076
2011-05-09,2057440511.588173,632816783.7272644,2928297413.152008,37378876.61785126,56989119.05570984,3572189865.7104874,2617606877.6712418,15356746807.598724,432824468.2047272,664877494.6650604,12992288.0,57312693.9599514
2011-05-10,2059952930.20895,644150792.3965454,2939678324.816437,36762711.77511215,58041134.88418579,3585099301.8151093,2610720723.8253403,15338408601.30749,432858115.58841705,664899704.9337494,13302608.0,58079835.692043304
2011-05-11,2075436971.2457466,680333397.1226501,2990477099.2337036,36102529.026699066,56627569.18716431,3668577164.209137,2645549575.3455734,15523032590.452612,428954248.1848526,682174765.5081543,13317904.0,57840966.12150192
2011-05-12,2103755827.7575493,695160492.4626541,3029253167.8411865,36131701.07810974,56590511.57886505,3675467590.9440994,2692248187.2169876,15594444583.321802,429939268.9660263,711791643.96427,13535600.0,58330647.947502136
2011-05-13,2143230507.4752617,705893686.8798447,3053076346.7874146,35200420.79345703,54841278.10482025,3732337561.0798264,2721638857.6291466,15590384551.853027,433336050.24974823,731074832.2397476,13609416.0,58518137.399253845
2011-05-16,2168948915.6691933,714550925.7855606,2987567473.211975,34981003.94422531,53921066.41139984,3780119390.7162476,2735422773.051567,15453661137.997473,421428509.122715,735831573.9266754,13854616.0,59823993.377075195
2011-05-17,2109445029.0198708,710653887.6461601,2985464672.3340607,34915743.11056137,54291264.77535248,3839505090.473442,2724434132.7929688,15382710943.588755,416070618.3906746,750873298.9754013,13536716.0,60710791.569252014
2011-05-18,2105582838.409481,713207137.4859619,2982028386.899338,34530423.854465485,55211869.07260895,3917234680.044365,2736387783.7821007,15453460524.03034,424001308.7143135,765239246.0828598,13672540.0,61160203.45726013
2011-05-19,2081057065.9044838,701943974.4196701,2940527237.677994,34544720.03030777,55303893.43463898,3936405641.8274307,2654774072.525749,15274296788.00224,428700136.59742355,764426075.7120712,13951748.0,61050437.70969391
2011-05-20,2128205671.2727356,712173963.2203674,3037353742.020111,34368268.12200546,55359652.058906555,4021086956.276779,2656307104.2987823,15511639825.207022,436006777.59542465,792318831.6645187,14361356.0,60483245.17326355
2011-05-23,2167304735.4276276,727597448.3699989,3040624354.286957,34825451.27285004,55776868.09955597,4108404398.3605957,2700258360.1384735,16027160712.06604,444752171.7438507,810233696.2514083,15146552.0,61109951.26951218
2011-05-24,2173628427.6280975,737472575.2552223,3033112713.594818,35287416.85235977,56225303.97705078,4122440769.4919586,2670391129.1360474,16014274347.958069,439265281.6565132,823710041.420488,15506040.0,58750206.49808884
2011-05-25,2136728406.5102196,735357070.8751297,2950920664.148178,36614768.441734314,56219480.1682663,4166833690.0940323,2626815520.194206,16036916089.484177,430173850.81323624,835016224.2326081,15372084.0,57964642.67829895
2011-05-26,2134889091.7054558,730796549.9568748,2867972783.645096,36791037.579250336,55717281.9172287,4189754409.3153763,2603754906.622181,16225677901.50791,431673656.9883156,833815489.4391632,15471964.0,55806829.06459808
2011-05-27,2132779466.1455727,728295132.3588943,2733945895.8290863,37637768.54320526,57510229.45163727,4204186626.4931107,2563514455.1828194,16242567814.243855,430642771.978817,833671444.0931976,15760380.0,54436815.29380798
2011-05-31,2143673656.9522285,755865747.4177933,2631301974.6469116,39634386.75163269,65491041.37023926,4301375006.337547,2560797422.6514435,16434417847.860529,436597941.16880417,827116241.6707519,15727520.0,53212313.25017929
2011-06-01,2091513533.419342,775580526.711731,2587488121.397705,41835413.30951691,70339338.3814621,4379369403.075371,2592382976.324234,16891311703.058203,457446791.38433456,816320037.9899933,16212220.0,54527874.19780731
2011-06-02,2015739438.835125,776240060.8330536,2429476705.8973694,42258044.27204132,72426336.56158447,4376101590.839958,2581882275.9207535,16959214385.752375,483983782.50183105,816279705.8877716,16367224.0,55283035.94400406
2011-06-03,1953124716.120472,767780026.9762039,2156277599.936676,41933126.92428589,74699781.40838623,4318306137.237167,2540158785.201149,16970379852.580145,487654937.48182297,720253708.5578353,16250816.0,55262732.94473648
2011-06-06,1879687247.1503258,751263465.3794098,2066913753.1959534,43271549.803123474,75022376.70211792,4265797010.4626465,2477277065.896988,16715226903.062323,485812099.2412758,659897347.8820527,15719728.0,53411949.06621933
2011-06-07,1894655615.4372978,763116267.6200676,2041084428.1850433,43992333.69976044,79081918.40389252,4297724732.897491,2487565008.74197,16924464754.553106,497534374.8369789,632632742.4895966,16040992.0,53847050.90631485
2011-06-08,1906124103.3520699,767013244.8579979,2029632807.7056122,45762323.01460266,81980357.17754364,4360568485.440712,2501549170.2498436,17303452264.547955,504210263.6167717,637180795.1773742,16248028.0,53464741.110630035
2011-06-09,1833324527.0956993,731681033.6977196,1930532019.4491577,47475735.15415192,83437074.45156097,4271492854.0237427,2452339502.9644012,17104975235.59486,516867902.7109909,599342774.0642456,15946576.0,52816044.17215347
2011-06-10,1814398871.561985,733326344.6348763,1885365203.2694244,52752488.64074707,84782802.27233887,4223436291.8654633,2409804788.4716415,17383014017.00111,516751460.41130066,562636364.495395,16544728.0,53621009.54946518
2011-06-13,1737048588.0215836,742189146.5022469,1855594605.828247,54564754.18395996,86615954.76657867,4160569670.706444,2337620713.68042,17589615714.974556,508279035.5799103,546388958.7046235,16774456.0,54008948.91582489
2011-06-14,1693725275.3407288,736482669.4859505,1863735411.2345123,55932550.39455414,91821426.03366852,4145820021.317253,2252097075.676098,17662037454.51145,516437319.58862305,533464524.69103545,16397976.0,52315635.66669464
2011-06-15,1702981198.153057,750436135.8113861,1847806194.460144,55152344.459495544,93158821.05464935,4173942708.852997,2233266240.800915,18142284720.800743,526672909.66884613,533368005.14729154,18630448.0,51503041.04318619
2011-06-16,1726694135.6365013,764692120.6598091,1853539277.4284363,67175326.44733429,97326412.38513947,4249593852.885742,2282703501.531067,18946464935.745964,537663706.0689926,522209493.1844864,20827624.0,52624840.07480621
2011-06-17,1762937477.2558403,785079465.22192,1938545503.6941528,72473927.23770142,98366510.47626495,4317656895.08316,2359538971.5590286,19469712237.681465,543174743.528328,519793084.5799866,21652668.0,53501876.59763336
2011-06-20,1727042515.492878,779858809.0039635,1846037523.2367706,74420629.57874298,98777382.61569977,4300176115.751724,2335195453.424282,19319532858.344345,546768026.8196106,489783239.2809143,21698368.0,54433111.55128479
2011-06-21,1709234501.2931633,774528411.8007088,1822001437.5611115,76352934.51999664,99309733.34495544,4381576746.450577,2361768169.072933,19428426431.82415,552057804.0766335,475062643.7907257,21567532.0,53733355.63920975
2011-06-22,1698521599.9183464,781254925.9807014,1817466458.3235168,77987566.31227493,101021587.3084259,4365013421.038551,2353007906.327896,19559348099.06933,552070396.8414879,465268022.99244386,21795028.0,57314007.178668976
2011-06-23,1730859890.9513664,793196838.217411,1920399915.7650757,81050897.52132416,100832302.50190735,4467172233.16658,2446289964.746399,20442222163.621178,561781312.1533775,471649947.1234024,23133892.0,59209043.586330414
2011-06-24,1723884209.7582436,792261941.1050415,1989030707.5665283,82240971.68794632,101559918.62068176,4532188150.988388,2479174459.9982643,20705608159.638977,560901749.5256042,468551552.4837387,24015696.0,60739134.16399002
2011-06-27,1746484421.8571663,790680066.1297798,1997328615.8922577,82012922.97775269,102460430.15396118,4541317212.012863,2524600219.2240143,20918550863.562542,573176217.3081207,466552021.8429642,24426456.0,63191621.76740646
2011-06-28,1721266021.2371254,764636914.6924019,1983219361.6334534,81208853.40797424,96922624.12631989,4453848365.71785,2518705335.7670403,20893402452.77954,590355207.4479103,463416765.1340958,24524544.0,62383213.56613159
2011-06-29,1720927014.4927216,771025535.185566,1938465929.3473816,80513867.52794266,91207893.31157684,4411698340.312424,2550852809.170971,20945160855.202484,583804676.3972092,468350478.6825226,24842024.0,61008394.77071762
2011-06-30,1733299529.6438217,792983052.4661064,1929556326.8473816,83168215.66682816,91867162.01862335,4397600235.163116,2551155804.8610115,21067844244.892616,570032938.3153725,455502604.1158859,25478628.0,60749536.984062195
2011-07-01,1737420536.6881561,785376304.894104,1953469491.9343567,84404679.64185715,93138842.93399811,4364562007.856522,2543812393.91613,20939050298.299793,556860710.294838,450541378.1448883,25291500.0,60629320.8257103
2011-07-05,1740051320.8939362,788557833.7259483,1950399688.0386353,85634200.63545227,99312065.1027298,4323704173.058434,2531167953.220482,20904393866.822742,543600579.4727707,445761849.53461,25170940.0,61589678.25771332
2011-07-06,1738441924.3416595,768124703.4616852,1982111354.8725128,87609159.69686508,97621459.16069031,4331339812.662125,2544328719.005718,20845148234.364624,537842426.0166168,442076791.08382416,24767548.0,62355002.61745453
2011-07-07,1717498558.1439972,763757924.7341537,1981111033.6403656,89730706.58708572,96924532.341156,4353622760.53154,2574092806.0331535,20756182459.466625,535464605.92868805,432296406.5591202,24195148.0,62521478.07273865
2011-07-08,1735247954.6344757,768213851.1974716,2026211053.7233734,90370700.66202164,97842942.87769318,4380332620.245132,2644144978.696556,20962060430.57434,542030811.9664383,431899326.4785156,24504544.0,63656718.99543762
2011-07-11,1730221723.719654,770397654.1368484,2089072955.1887512,86731129.9338913,98351619.79370117,4355650621.005478,2648043886.5953827,20791418896.29173,548556268.9827347,425116501.68823546,24297000.0,63655796.33571625
2011-07-12,1746012089.26651,754016581.4905357,2176682931.9480896,85600947.55973816,99075128.14323425,4385697849.529762,2769876039.681034,20861644017.42813,560027140.0382996,421951792.27565765,24524720.0,64362640.601005554
2011-07-13,1768570395.4852104,764780599.9719238,2298458749.3953705,85258497.67902374,96247258.8053894,4440757178.249855,2880462177.582226,21101316675.0885,574975522.0020294,425827378.02888644,25168136.0,65611842.594184875
2011-07-14,1747488718.5668564,761346879.9002838,2326069015.035019,84331746.47520065,94879977.4923706,4465267877.597847,2987691792.6926994,20777420403.771973,569966157.381382,408178454.95301974,23728064.0,65677548.76371384
2011-07-15,1698537784.2201233,759992408.3276939,2387034398.0464935,72052112.46782303,91086888.54858398,4459950418.252602,3004015502.4983597,20391643434.501343,557397396.8860435,407030782.93485415,22172984.0,64924396.57651901
2011-07-18,1675576042.5097656,761935482.2210693,2377182589.1765594,69497297.57930756,90698826.40731812,4401240081.726837,2988246514.940834,20240899438.464355,552538602.3256493,398795354.38196564,21900400.0,63960860.2460289
2011-07-19,1673356688.8648224,770618035.100708,2475556708.4030914,68256604.39886093,92271262.33161926,4420487982.161789,3090428227.31905,20307771846.88221,580271969.7019768,401324979.46497345,21838460.0,63058118.24865341
2011-07-20,1642642462.5891304,767263954.8020172,2495367124.629822,65681768.86209488,91195848.50364685,4307998137.679977,3101768771.2532997,20046179721.93344,585842584.3741226,397416418.1566696,21821856.0,63378920.82845688
2011-07-21,1654490304.46249,779742272.9537201,2531466048.4911346,64320382.71402359,91520133.57143402,4343315014.718933,3194798930.4756165,20439681704.011192,603210552.6189423,398359980.6151077,22024920.0,60039004.361019135
2011-07-22,1604684075.4914474,760898690.0489426,2435830359.2668915,59807353.63492966,89933433.00762177,4159495164.713745,3112744846.97361,19443935781.26812,591511884.1614532,362548151.56112975,21045524.0,57869926.14740372
2011-07-25,1587774000.8406067,756589251.3889313,2397235009.38118,59152684.46763992,91812135.07461548,4087999184.6087265,3106071304.7241974,19045046818.911896,600169178.567791,348845951.2877289,20794448.0,59034853.894844055
2011-07-26,1548958278.0637932,753260423.1229782,2405268889.8667145,58083322.85158157,89948826.56936646,4095800859.0750885,3091984520.2240944,18887352814.72576,595081984.8864937,353387603.1034012,20877088.0,58086990.14137268
2011-07-27,1564386883.6434364,769791857.3310089,2484624511.7794037,57500258.71379852,89111516.8264389,4234152809.637184,3190388562.5297546,19312247740.26222,591102912.2788429,355485845.4506729,21925372.0,59014008.567409515
2011-07-28,1546083265.7911491,748263465.6629753,2481149429.766159,55418500.444488525,86708071.74945831,4225698961.5227127,3184636617.422943,19125751449.040222,579220028.2627106,335644472.57462007,22060244.0,59600315.30239105
2011-07-29,1549093573.918419,742666933.5638618,2524270994.618149,52818218.51799011,85689408.56632233,4328077633.620262,3269546882.941475,19518891398.398705,606649658.4628296,334623240.65604246,23262596.0,59687286.897296906
2011-08-01,1553864776.1938286,757894486.2589836,2522586629.466629,51138465.79750061,87612435.04444122,4411567198.639183,3350800191.979332,20089237890.421333,632891435.7099915,341079601.4030365,24956312.0,61085170.306453705
2011-08-02,1586091124.8364067,769963222.9430771,2635458220.600891,49174788.221473694,85827737.09384918,4545543000.595703,3465071578.926544,20907120352.61654,688521911.9224548,343505618.0942108,26204948.0,63505343.91134262
2011-08-03,1610696176.7175102,810623668.2333946,2752142327.4874115,49891375.20980835,88481020.25196075,4711085132.622261,3597188347.679901,21966472971.418877,742104410.6794357,354636578.4311737,27495220.0,68280711.66564941
2011-08-04,1740099774.7637749,847558137.1954918,3005474787.0106506,51048528.5908699,94313481.32549286,4859154926.528053,3770723949.790344,23485209296.75312,839495640.2513123,374312577.71620023,30367060.0,72642433.83922577
2011-08-05,1891002992.6191902,920670053.7171745,3101422894.5106506,56432347.25725174,100841134.92256165,5192478630.683556,4096642348.604431,25506697974.786034,942193947.7507782,394854841.92026365,36743036.0,79625879.25899506
2011-08-08,2040741508.8223362,959656368.0674362,3305771389.756012,64410940.19958496,115774257.849617,5441208501.2397,4419072007.604961,27541285485.262676,1044398843.6429214,422973052.34260786,43439872.0,88653539.18327332
2011-08-09,2248857613.9325333,1021853650.2767754,3592323545.773697,71290916.67879105,125441816.24988556,5809220753.146248,4657983900.361023,29696509262.491493,1154732129.3775177,451115658.5816406,46891712.0,96941377.47051239
2011-08-10,2321746875.5461884,1049208140.4381943,3780271152.4791718,75479063.31682205,131396468.83579254,6030065768.758965,4908939416.56786,31520644557.981457,1279035785.849533,469218744.70177156,47542048.0,104635036.50144577
2011-08-11,2413499754.3217945,1063586089.7785378,4070092232.4419403,79344993.73991013,136674347.4740219,6067092101.34985,4996682199.1378975,32582464387.695545,1371924134.9947739,484737373.293042,49240928.0,108512859.90541458
2011-08-12,2450870782.575197,1070453506.2463951,4175258823.04039,82245138.60502243,137959854.88555908,6058257458.808537,5036076801.255131,32892928484.059834,1403830880.8332062,485300001.7070206,50033464.0,112007259.08844948
2011-08-15,2474124888.925829,1063338988.8755226,4194014817.581711,84331295.72418213,138495215.30456543,6037939680.580578,5061286448.878803,33104305672.769356,1412788946.4266586,487084888.1124557,50280748.0,113991226.2635231
2011-08-16,2504119329.666853,1064309459.8317337,4188095470.0940704,87691749.9800682,141737428.0367279,6075769827.994041,5081470217.34457,33605994896.797558,1420094190.82016,493769137.99008024,51752220.0,115864480.62314987
2011-08-17,2522741919.2239094,1070450989.5459366,4218257888.1748962,89138468.26337814,142179593.23307037,6131041402.560005,5133192384.403553,34002045813.736458,1446271502.9971313,503230991.78961027,53038120.0,116763827.14971542
2011-08-18,2599294014.4490147,1072242076.6317368,4302344522.645416,91698117.48670578,146261201.31549835,6213936891.54171,5242378224.346104,34991116447.80769,1510767607.8881073,516353898.9736992,55459904.0,119605282.61856079
2011-08-19,2648240021.820936,1096538132.844162,4523019292.724686,93881490.84451675,145975406.60160065,6359584999.306374,5340605301.898441,36192416444.34776,1552703373.4004211,533230392.6134163,58269072.0,122345735.55055618
2011-08-22,2666793853.3479786,1104522214.3113327,4674114161.379471,94943322.4567604,144010894.43649292,6382575873.565292,5382851728.184109,36680994080.42061,1566905318.176155,548980798.372886,59430688.0,121066193.50791931
2011-08-23,2725356583.432293,1118079571.576004,5072488842.962799,98704871.45410538,146999300.37696838,6466443240.820751,5449467672.528973,37489527194.34059,1600563442.2375107,560535993.257415,59585656.0,121972839.12073135
2011-08-24,2703678278.899193,1092650537.0342255,5535472016.203308,101214441.68241501,147290630.1047516,6339442630.587711,5420828845.384274,37360047353.1451,1616532938.4592056,562023485.2165092,58909084.0,123677481.25736237
2011-08-25,2710107039.06435,1090074124.0289688,5818975419.360428,102982344.10255432,150112153.42292786,6342097168.3870125,5477962769.537048,37715035731.3271,1631628988.9235306,571590260.8677162,60479880.0,123252616.39169693
2011-08-26,2736666733.295307,1080437284.397087,6026621892.368851,103672584.61948395,148446400.19844055,6276064363.350124,5480570413.830795,37614874482.34444,1609746595.4219437,578002215.2039589,58708640.0,124203837.47825623
2011-08-29,2724876899.817486,1062893656.2385178,6129377310.24292,105835988.24583054,144015487.42347717,6130737214.670124,5374297526.031857,36893740897.71901,1586948416.6432571,564743511.7572731,57295956.0,122874311.67401314
2011-08-30,2681783589.318695,1045106472.4152756,6143169845.208817,106692909.27722931,138360949.94552612,6032616203.254719,5298539586.932449,36350796389.07097,1551187400.596161,561762695.7214088,56672872.0,121830815.45282364
2011-08-31,2675770571.2898254,1029339137.0671272,6061166771.296692,108264870.73236465,135406605.35259247,5878926153.302078,5187306096.024246,35970680277.49657,1523114198.3187103,552579749.9468071,56748120.0,119067155.05264282
2011-09-01,2577039911.901703,997722574.7822762,5860411828.786545,104911500.12641907,131002186.3778305,5743003605.382004,5008279698.442764,34748240433.31123,1443165232.6737213,521243347.2386421,53933392.0,118743973.54171753
2011-09-02,2443124091.962471,930230591.2676811,5844252112.405319,99480515.22613525,124322140.28209686,5414846884.60392,4638290066.812744,32881344263.495106,1364083494.4605637,503295227.951017,47656608.0,113666750.28305054
