Date,EEM,EFA,GLD,HYG,IEF,IWM,QQQ,SPY,TLT,USO,VIXY,VNQ
2011-02-02,-0.007487139115829206,-0.0008221188177743014,-0.002679474165923171,0.0010938791518495766,-0.002364700925549891,-0.0037689329124492485,-0.0015790932570461116,-0.0019136455326128426,0.00022080669900075334,0.002885263912450147,-0.004096190207423419,0.0
2011-02-03,-0.0012894411941562832,0.0001646381589176225,0.013325916144528013,0.0,-0.0057208904990335005,0.0035185525198767075,0.001754063176419508,0.002219657927084202,-0.008324501223426295,-0.0023600417941855344,-0.011928570865273845,0.002787983006354605
2011-02-04,-0.00021489712682946514,-0.00032910296690129813,-0.004093034478557125,0.004363883944722146,-0.00618990745958496,0.0017539380737784938,0.005592582655664931,0.002825362356784167,-0.01019416084140826,-0.019886642296473134,-0.023819916577258342,-0.007335053063736878
2011-02-07,0.0012890331107496468,0.003121114653513578,0.0001518114527852543,0.0018486770626328045,-0.0004355903376217706,0.009842699014204549,0.004694674031443091,0.006232953810795689,0.005166059208069795,-0.018378903950708233,-0.018605927524971283,0.009768223953331911
2011-02-08,0.00042987933677532695,0.006537713200293347,0.011026520280860727,0.0010849433423894348,-0.006888836237962144,0.007042014259486159,0.006569646055327164,0.004535896327462699,-0.009227313605529683,-0.0005457151014515147,-0.013737589781363585,0.004330355063315971
2011-02-09,-0.02323953442585162,-0.0029367574865932244,-0.0005258409922787546,-0.005659417146953126,0.0056897791625576165,-0.004442482061851028,-0.001724868127453195,-0.002265224770957739,0.008667417631726246,-0.003828262559416867,0.00487013949604273,0.0006911853776608123
2011-02-10,-0.00949313346340291,-0.006557605559229919,-0.0016546424472632221,0.001091387101148983,-0.0032789733668868878,0.003949627630370454,0.0015522221081604186,0.00037802026359860515,-0.011611671224014582,0.0010953154168974236,-0.0008100445967444326,0.00413626492648334
2011-02-11,0.012126445299024641,0.0004933323588114646,-0.003997431521033765,0.0025047492304810367,0.004586858338546055,0.010780433455638916,0.00721320847363805,0.005952596837559721,0.014297347704866225,-0.013500733437754413,-0.016340232845889514,0.006514396153806594
2011-02-14,-0.00505295607376517,0.0019708992630910363,0.004749808107153751,0.000760914029849504,0.0003267624413668685,0.005104713956151526,0.0023924649732444186,0.0024010894222258826,0.0006707885766710422,-0.004726775607895993,-0.008936018423868196,0.00017138655632205325
2011-02-15,0.001980356638722185,-0.0029577072141225647,0.007642808665807496,-0.0019585491695653014,0.0022849339639667405,-0.00571393899434747,-0.0013664857510846983,-0.003152934087871827,0.004458622049722511,-0.013750789848762499,0.013374260278140268,-0.00376587433600582
2011-02-16,0.008318742750234505,0.011940995540167284,0.0009699324016305088,0.0003272955500167812,-0.0014138561045300355,0.008014426969229207,0.0064746481446009045,0.006295658797040419,-0.0032307024986030254,0.0039480985650351946,0.011739903301822565,0.002226599250056113
2011-02-17,0.0034820855000215973,0.0034088472858723306,0.006985145327737571,0.0022827956620458654,0.0036927685724387157,0.006990405914813094,-0.00033966937619221796,0.0029836747364834007,0.001560916349390759,0.014806880182705049,0.009679056044506968,0.001026466599324195
2011-02-18,0.00606425248814924,0.003396971307751713,0.002736258909305569,0.003036098653738043,-0.00021625731570588396,0.0010803577136089502,-0.002210927477861638,0.002083556346454216,-0.0031241409361842695,0.008285030236953964,0.010380992370206706,0.003923633000603071
2011-02-22,-0.03248015269513962,-0.029001530231877216,0.006477679138460114,-0.008261932300153485,0.009605549666213726,-0.026010288843010567,-0.029373338172832317,-0.020274006245792724,0.014863203492356005,0.056929224807896056,0.11767710906341322,-0.008721966851180766
2011-02-23,0.0008916638559569573,0.001329145859715021,0.008911682609680623,0.0009810918406328419,-0.0024730031336115494,-0.017388993934714693,-0.00827509536030875,-0.006163528143207694,0.0036267289801048064,0.03346838221753807,0.04325969886933458,-0.008451277257617613
2011-02-24,0.002448663505361742,0.0008294914342443296,-0.007518549348772146,0.0007640523287279195,0.002580046488744694,0.006369200273784478,0.0052898826623478945,-0.0006866513341925363,0.0063417806366330935,-0.021074742446265775,-0.01334442460021403,-0.007650954058026698
2011-02-25,0.011933720431134947,0.011873482726417072,0.006572791889415744,0.0030465708776414983,0.0032172151135117224,0.022893564735123342,0.013798311848413805,0.010636236651366445,0.005869518013987082,0.018055139432800935,-0.06308652575898084,0.019360680109317765
2011-02-28,0.0059139926015618315,0.008976356678407604,0.002036059244667372,0.004985303398324684,-0.00042915936776288924,0.0010945477522923837,0.0020792081650059216,0.006177317860974092,0.001299146256171151,-0.012425712937927812,-0.04402710593914532,0.024521476050228665
2011-03-01,-0.010317422739204057,-0.014070987683915489,0.017069773077460833,-0.001534675174167974,0.001137717362804745,-0.020259927059542392,-0.01622941186900637,-0.01681355451234055,0.0028950241895286362,0.03238643650115279,0.07053780704925831,-0.030186364153355103
2011-03-02,0.013587834021688167,0.0052588293046866,-0.0007858590263391696,0.0008706102960735794,-0.0052684960000857,0.004208487732369096,0.00526397041058271,0.0021364850561252416,-0.01549276103480732,0.022231277343468768,0.0038316941792695346,-0.009168095228536979
